Project ID	Street	Zip
2320 VALENTINE AVENUE	2320 VALENTINE AVENUE	10458
2325 BEAUMONT AVENUE APARTMENTS	2325 BEAUMONT AVENUE	10458
233 BUFFALO AVENUE	1611 STERLING PLACE	11233
2337 BEDFORD AVENUE	2337 BEDFORD AVENUE	11226
2338 2ND AVENUE	2338 2 AVENUE	10035
2346 PROSPECT AVENUE	2346 PROSPECT AVENUE	10458
235 55TH STREET CONDOMINIUM	235 55 STREET	11220
235 EAST 203RD STREET	235 EAST 203 STREET	10458
235 HAWTHORNE STREET APARTMENTS	235 HAWTHORNE STREET	11225
236 STAGG STREET APARTMENTS	236 STAGG STREET	11206
2365 ATLANTIC AVENUE	2365 ATLANTIC AVENUE	11233
237 DUFFIELD STREET	237 DUFFIELD STREET	11201
237 HAWTHORNE APARTMENTS	237 HAWTHORNE STREET	11225
237 RALPH AVENUE	237 RALPH AVENUE	11233
237 WEST 167TH STREET	237 WEST 167 STREET	10452
238 PULASKI STREET APARTMENTS	238 PULASKI STREET	11206
239 HAWTHORNE APARTMENTS	239 HAWTHORNE STREET	11225
24 CEDAR STREET	24 CEDAR STREET	11221
24 FORD STREET	24 FORD STREET	11213
24 WILSON AVENUE	24 WILSON AVENUE	11237
2406 HOFFMAN STREET APARTMENTS	2408 HOFFMAN STREET	10458
241 WEST 28TH STREET	241 WEST 28 STREET	10001
241-15 NORTHERN BOULEVARD	241-15 NORTHERN BOULEVARD	11363
2437 PITKIN AVENUE	2433 PITKIN AVENUE	11208
2438 BARKER AVENUE	2438 BARKER AVENUE	10467
244-246 HOWARD AVENUE APARTMENTS	244 HOWARD AVENUE	11233
2442 OCEAN AVENUE APARTMENTS	2442 OCEAN AVENUE	11229
245 EAST 115 STREET	245 EAST 115 STREET	10029
246 ECHO PLACE	246 ECHO PLACE	10457
246 JOHNSON AVENUE	246 JOHNSON AVENUE	11206
249 NORTH 5 STREET AKA 70 HAVEMEYER STREET	70 HAVEMEYER STREET	11211
2490 3RD AVENUE	2490 3 AVENUE	10454
2494 AMSTERDAM AVENUE APARTMENT	2494 AMSTERDAM AVENUE	10033
25 WOODBINE LLC	25 WOODBINE STREET	11221
25-18 32  STREET ASTORIA APARTMENTS	25-18 32 STREET	11102
25-22 30TH DRIVE	25-22 30 DRIVE	11102
25-34 STEINWAY STREET	25-34 STEINWAY STREET	11103
25-40 31ST STREET APARTMENTS	25-40 31 STREET	11102
25-49 38TH STREET APARTMENT	25-49 38 STREET	11103
25-88 49TH STREET APARTMENTS	25-88 49 STREET	11103
250 LENOX ROAD APARTMENTS	250 LENOX ROAD	11226
250 WINTHROP STREET	250 WINTHROP STREET	11225
2502 & 2506 NEWKIRK AVENUE	2506 NEWKIRK AVENUE	11226
251 WEST 117TH STREET	251 WEST 117 STREET	10026
2513 WALLACE AVENUE	2513 WALLACE AVENUE	10467
2527 CHURCH AVENUE APARTMENTS	2527 CHURCH AVENUE	11226
2528 GRAND AVENUE	2528 GRAND AVENUE	10468
253 EVERGREEN AVENUE APARTMENTS	253 EVERGREEN AVENUE	11221
253-255 NOSTRAND AVENUE APARTMENTS	253 NOSTRAND AVENUE	11205
254 EAST 28TH STREET	254 EAST 28 STREET	11226
2543 CRUGER AVENUE	2543 CRUGER AVENUE	10467
2547 CRUGER AVENUE	2547 CRUGER AVENUE	10467
255 E HOUSTON	255 EAST HOUSTON STREET	10002
255 GRAFTON STREET	255 GRAFTON STREET	11212
2555 BROADWAY	2555 BROADWAY	10025
256 MARTENSE STREET.GHPP.FY18	256 MARTENSE STREET	11226
26 LAWTON STREET	26 LAWTON STREET	11221
26-02 4TH STREET APARTMENTS	26-02 4 STREET	11102
26-26 18TH STREET	26-26 18 STREET	11102
26-27 2 STREET APARTMENTS	26-27 2 STREET	11102
260 GOLD STREET APARTMENTS	260 GOLD STREET	11201
260 KENT AVENUE	260 KENT AVENUE	11249
260 KNICKERBOCKER AVENUE	260 KNICKERBOCKER AVENUE	11237
2605 Grand Concourse	2605 GRAND CONCOURSE	10468
2609 Briggs Realty LLC	2609 BRIGGS AVENUE	10458
261 Hudson Street	261 HUDSON STREET	10013
2625 GRAND AVENUE APARTMENTS	2625 GRAND AVENUE	10468
2629 Sedgwick Avenue	2629 SEDGWICK AVENUE	10468
263 FRANKLIN AVENUE APARTMENTS	263 FRANKLIN AVENUE	11205
2633 OCEAN AVENUE APARTMENTS	2633 OCEAN AVENUE	11229
2636 University LLC	2636 UNIVERSITY AVENUE	10468
264 SULLIVAN PLACE APARTMENTS	264 SULLIVAN PLACE	11225
2655 EAST 23RD STREET APARTMENTS	2655 EAST 23 STREET	11235
267 ROGERS AVENUE	211 CROWN STREET	11225
27 BUCHANAN PLACE	27 BUCHANAN PLACE	10453
27 EAST 198TH STREET APARTMENTS	27 EAST 198 STREET	10468
27-15 ASTORIA BOULEVARD APARTMENTS	27-15 ASTORIA BOULEVARD	11102
270 Convent Ave HDFC	270 CONVENT AVENUE	10031
2700 JEROME AVENUE	2700 JEROME AVENUE	10468
272 EAST 7TH STREET	272 EAST 7 STREET	10009
2720 CLAFLIN AVENUE	2720 CLAFLIN AVENUE	10468
2724 HEATH AVENUE APARTMENTS	2724 HEATH AVENUE	10463
2741 FULTON STREET APARTMENTS	2741 FULTON STREET	11207
2744 MATTHEWS AVENUE APARTMENTS	2744 MATTHEWS AVENUE	10467
2746 FULTON STREET	2746 FULTON STREET	11207
2749 CRUGER AVENUE	2749 CRUGER AVENUE	10467
2749 LINDEN BLVD	2749 LINDEN BOULEVARD	11208
276 GRAND CONCOURSE APARTMENTS	260 GRAND CONCOURSE	10451
277 Gates Avenue	277 GATES AVENUE	11216
277 MILFORD STREET	277 MILFORD STREET	11208
278 8TH AVENUE	278 8 AVENUE	10011
28-16 21ST STREET	28-16 21 STREET	11102
28-22 ASTORIA BOULEVARD APARTMENTS	28-22 ASTORIA BOULEVARD	11102
2802 KINGS HIGHWAY APARTMENTS	2812 KINGS HIGHWAY	11229
2807 SNYDER AVENUE	2807 SNYDER AVENUE	11226
2809 SNYDER AVENUE	2809 SNYDER AVENUE	11226
2817 ATLANTIC AVENUE	2817 ATLANTIC AVENUE	11207
2823 SNYDER AVENUE	2823 SNYDER AVENUE	11226
2825 SNYDER AVENUE	2825 SNYDER AVENUE	11226
284-298 East 162nd Street	294 EAST 162 STREET	10451
2848 WEST 15TH STREET APARTMENTS	2848 WEST 15 STREET	11224
287 MAPLE STREET APARTMENTS	287 MAPLE STREET	11225
288 SHEVA REALTY HDFC.HPO.FY17	288 EAST 168 STREET	10456
289 MAPLE STREET APARTMENTS	289 MAPLE STREET	11225
29 FEATHERBED LANE	29 FEATHERBED LANE	10452
29 WEST STREET	29 WEST STREET	11222
29-19 NEWTOWN AVENUE	29-19 NEWTOWN AVENUE	11102
290 UNION AVENUE	288 UNION AVENUE	11211
2920 BRIGHTON 4TH STREET	2920 BRIGHTON 4 STREET	11235
2953 BARNES AVENUE APARTMENTS	2953 BARNES AVENUE	10467
2954 BRIGHTON 3 STREET	2954 BRIGHTON 3 STREET	11235
296 THROOP AVENUE	296 THROOP AVENUE	11206
296 WYTHE AVENUE	292 WYTHE AVENUE	11249
2985 AND 2987 WEBSTER AVE	2985 WEBSTER AVENUE	10458
2999 WEBSTER AVE	2999 WEBSTER AVENUE	10458
2BT HDFC.YR15.FY19	82 RUTGERS SLIP	10002
3 WEST 128TH STREET	3 WEST 128 STREET	10027
3-11 27TH AVENUE	11-Mar 27 AVENUE	
3-31 ST. NICHOLAS AVENUE	1274 FLUSHING AVENUE	11237
30 AND 42 ORIENT AVENUE APARTMENTS	30 ORIENT AVENUE	11211
30 AND 42 ORIENT AVENUE APARTMENTS	42 ORIENT AVENUE	11211
30 KENT STREET	30 KENT STREET	11222
30-68 38TH STREET APARTMENTS	30-66 38 STREET	11103
30-82 CRESCENT STREET APARTMENTS	30-82 CRESCENT STREET	11102
301 EAST 117TH STREET	2282 2 AVENUE	10035
303 SUMPTER STREET	303 SUMPTER STREET	11233
303 WEST 137TH STREET APARTMENTS	303 WEST 137 STREET	10030
304-306 EAST 8TH STREET HDFC	304 EAST 8 STREET	10009
305 E. 171ST STREET HDFC	305 EAST 171 STREET	10457
305 EAST 165TH STREET	305 EAST 165 STREET	10456
305 STOCKHOLM STREET APARTMENTS	305 STOCKHOLM STREET	11237
305 SUMPTER STREET	305 SUMPTER STREET	11233
3053 VILLA AVENUE	3053 VILLA AVENUE	10468
3055 VALENTINE AVENUE	3055 VALENTINE AVENUE	10458
306 STOCKHOLM STREET APARTMENTS	306 STOCKHOLM STREET	11237
308 LIVINGSTON STREET	308 LIVINGSTON STREET	11217
309 VAN SICLEN AVENUE	309 VAN SICLEN AVENUE	11207
31 AINSLIE STREET APARTMENTS	31 AINSLIE STREET	11211
31-19 37TH STREET APARTMENTS	31-17 37 STREET	11103
310 GRAHAM AVENUE APARTMENTS	310 GRAHAM AVENUE	11211
3103 WEBSTER AVENUE	3103 WEBSTER AVENUE	10467
311 WILSON AVENUE APARTMENTS	313 WILSON AVENUE	11237
312 & 314 KEAP STREET	312 KEAP STREET	11211
312 97TH STREET	312 97 STREET	11209
312 BROADWAY	302 BROADWAY	11211
312 DEVOE STREET	312 DEVOE STREET	11211
3128 HENRY HUDSON PARKWAY EAST	3128 HENRY HUDSON PARKWAY	10463
313 LINDEN STREET	313 LINDEN STREET	11237
313 ST MARKS AVENUE	313 ST MARKS AVENUE	11238
316 EAST 91ST STREET	316 EAST 91 STREET	10128
3160 Park Avenue (Low Income)	855 COURTLANDT AVENUE	10451
3160 Park Avenue (Mixed Income)	855 COURTLANDT AVENUE	10451
317-329 Kent Avenue	325 KENT AVENUE	11249
319 BROADWAY APARTMENTS	319 BROADWAY	11211
319 GRAHAM AVENUE APARTMENTS	319 GRAHAM AVENUE	11211
319 MELROSE STREET	319 MELROSE STREET	11237
3190 RIVERDALE AVENUE APARTMENTS	3190 RIVERDALE AVENUE	10463
32-27 35TH STREET APARTMENTS	32-27 35 STREET	11106
32-34 PUTNAM AVENUE CLUSTER PHASE I	55 CARLTON AVENUE	11205
32-34 PUTNAM AVENUE CLUSTER PHASE I	546 DEKALB AVENUE	11205
32-34 PUTNAM AVENUE CLUSTER PHASE I	1216 PACIFIC STREET	11216
3206 GLENWOOD ROAD	3206 GLENWOOD ROAD	11210
3208 GLENWOOD ROAD	3208 GLENWOOD ROAD	11210
321 East 60th Street	321 EAST 60 STREET	10022
3214 CRUGER AVENUE	3214 CRUGER AVENUE	10467
3216 CRUGER AVENUE	3216 CRUGER AVENUE	10467
322 GRAND CONCOURSE	322 GRAND CONCOURSE	10451
325 GATES AVENUE	325 GATES AVENUE	11216
325 LAFAYETTE AVENUE APARTMENTS	325 BOX STREET	
327 RUTLAND ROAD	327 RUTLAND ROAD	11225
3279 HULL AVE. HDFC	3279 HULL AVENUE	10467
329 BROADWAY APARTMENTS	329 BROADWAY	11211
329 RUTLAND ROAD	329 RUTLAND ROAD	11225
33 Bond Street	33 BOND STREET	11201
33-29 103 STREET APARTMENTS	33-29 103 STREET	11368
332 EAST 54TH STREET.GHPP.FY19	332 EAST 54 STREET	11203
333 CYPRESS AVENUE APARTMENTS	333 CYPRESS AVENUE	10454
333 E 209TH STREET	333 EAST 209 STREET	10467
333 Lenox Rd (20136053)	331 LENOX ROAD	11226
334 Beach 54th Street	334 BEACH 54 STREET	11692
334 EVERGREEN AVENUE APARTMENT	334 EVERGREEN AVENUE	11221
335 FENIMORE STREET APARTMENTS	335 FENIMORE STREET	11225
336/338 EAST 28TH STREET	336 EAST 28 STREET	11226
3365 CRUGER AVENUE	3365 CRUGER AVENUE	10467
3365 Third Avenue	3365 3 AVENUE	10456
3377 WHITE PLAINS ROAD LLC.YR15.FY19	3377 WHITE PLAINS ROAD	10467
338 AND 340 ELDERT STREET	340 ELDERT STREET	11237
34 BELVEDERE STREET APARTMENTS	34 BELVEDERE STREET	11206
34-37 Realty Ltd.	1291 SPOFFORD AVENUE	10474
340 NEPTUNE AVENUE APARTMENTS	340 NEPTUNE AVENUE	11235
340 SOUTH THIRD STREET HDFC.GHPP.FY21	338 SOUTH 3 STREET	11211
340/342 RUTLAND ROAD	342 RUTLAND ROAD	11225
340/342 RUTLAND ROAD	340 RUTLAND ROAD	11225
3405 FARRAGUT ROAD	3405 FARRAGUT ROAD	11210
3415 KNOX PLACE.GHPP.FY21	3415 KNOX PLACE	10467
343 RALPH AVENUE	343 RALPH AVENUE	11233
3430 THIRD AVENUE	3434 3 AVENUE	10456
345 EAST 94TH STREET APARTMENTS	345 EAST 94 STREET	10128
346 Bergen Street	346 BERGEN STREET	11217
346 RUTLAND ROAD APARTMENTS	346 RUTLAND ROAD	11225
3470 FORT INDEPENDENCE STREET	3470 FORT INDEPENDENCE STREET	10463
3475 Third Avenue	3475 3 AVENUE	10456
348 NOSTRAND AVENUE	348 NOSTRAND AVENUE	11216
350 RUTLAND ROAD	350 RUTLAND ROAD	11225
3506 & 3508 FARRAGUT ROAD	3506 FARRAGUT ROAD	11210
3506 & 3508 FARRAGUT ROAD	3508 FARRAGUT ROAD	11210
3512/3514 FARRAGUT APARTMENTS	3514 FARRAGUT ROAD	11210
3512/3514 FARRAGUT APARTMENTS	3512 FARRAGUT ROAD	11210
352 RUTLAND ROAD APARTMENTS	352 RUTLAND ROAD	11225
3525 EASTCHESTER ROAD	3525 EASTCHESTER ROAD	10469
3554 CARLISLE PLACE	3554 CARLISLE PLACE	10467
36-08 28TH AVENUE APARTMENTS	36-08 28 AVENUE	11103
36-23 172ND STREET APARTMENTS	36-23 172 STREET	11358
36-38 WEST GUN HILL ROAD.HPO.FY19	38 WEST GUN HILL ROAD	10467
360 VAN DUZER STREET	360 VAN DUZER STREET	10304
3603 BARNES AVENUE	3603 BARNES AVENUE	10467
3613 BARNES AVENUE APARTMENTS	3613 BARNES AVENUE	10467
365 BOND STREET	365 BOND STREET	11231
366 STOCKTON STREET APARTMENTS	366 STOCKTON STREET	11206
3677 WHITE PLAINS ROAD	3677 WHITE PLAINS ROAD	10467
368 E 8TH ST HDFC.GHPP.FY19	368 EAST 8 STREET	10009
37 AVENUE B HDFC.HRP.FY19	37 AVENUE B	10009
37 MONTROSE AVENUE	37 MONTROSE AVENUE	11206
37-49 81ST STREET CONDOMINIUMS	37-49 81 STREET	11372
37-56 103RD STREET	37-56 103 STREET	11368
370 EVERGREEN AVENUE	370 EVERGREEN AVENUE	11221
371 STOCKHOLM STREET	371 STOCKHOLM STREET	11237
376 FRANKLIN AVENUE APARTMENTS	376 FRANKLIN AVENUE	11238
378 EAST 165TH STREET	378 EAST 165 STREET	10456
378 HARMAN STREET	378 HARMAN STREET	11237
379 HARMAN STREET	379 HARMAN STREET	11237
37A COOPER STREET	37A COOPER STREET	11207
38-35 CRESCENT STREET APARTMENT	38-35 CRESCENT STREET	11101
38-46 West 33rd Street	42 WEST 33 STREET	10001
380 GROVE STREET	378 GROVE STREET	11237
3800 PUTNAM AVENUE GARDENS HDFC.HPO.FY21	3800 PUTNAM AVENUE WEST	
381 EAST 166TH STREET APARTMENTS	381 EAST 166 STREET	10456
3815 PUTNAM AVENUE WEST.HPO.FY19	3815 PUTNAM AVENUE WEST	
3825 AND 3827 THIRD AVENUE	3827 3 AVENUE	10457
3825 AND 3827 THIRD AVENUE	3825 3 AVENUE	10457
383 12TH STREET APARTMENTS	383 12 STREET	11215
3839 BRONXWOOD AVENUE	3839 BRONXWOOD AVENUE	10469
387 MANHATTAN AVENUE	387 MANHATTAN AVENUE	11211
388 RICHMOND TERRACE.HPO.FY20	388 RICHMOND TERRACE	10301
39 WEST 23RD STREET	39 WEST 23 STREET	10010
39 WEST 23RD STREET	22 WEST 24 STREET	10010
39-11 QUEENS BLVD	39-11 QUEENS BOULEVARD	11104
39-40 30TH STREET	39-40 30 STREET	11101
3915 14TH AVENUE	3915 14 AVENUE	11218
396 SOUTH 5TH STREET APARTMENTS	396 SOUTH 5 STREET	11211
40 Riverside Boulevard	40 RIVERSIDE BOULEVARD	10069
40 WEST 126 STREET	40 WEST 126 STREET	10027
404 East 10 Street HDFC	404 EAST 10 STREET	10009
404 QUINCY STREET	303 TOMPKINS AVENUE	11216
406 CORNELIA STREET APARTMENTS	406 CORNELIA STREET	11237
406 REMSEN AVENUE	406 REMSEN AVENUE	11212
407 EAST 160TH STREET	407 EAST 160 STREET	10451
407 REMSEN AVENUE	407 REMSEN AVENUE	11212
41 WHIPPLE ST (LOS SURES PHASE 1)	41 WHIPPLE STREET	11206
41-53 77TH STREET	41-53 77 STREET	11373
410 EAST 28 STREET	410 EAST 28 STREET	11226
410 TOMPKINS AVENUE	410 TOMPKINS AVENUE	11216
412 EVERGREEN AVENUE	412 EVERGREEN AVENUE	11221
414 GERARD AVENUE	414 GERARD AVENUE	10451
416 KENT	416 KENT AVENUE	11249
416 LENOX AVENUE	416 LENOX AVENUE	10037
417 EAST 135TH STREET	417 EAST 135 STREET	10454
418 EAST 153RD STREET	418 EAST 153 STREET	10455
42 EAST 132ND STREET	42 EAST 132 STREET	10037
420 KENT	420 KENT AVENUE	11249
423 EAST 117 STREET	423 EAST 117 STREET	10035
424 GATES AVENUE	424 GATES AVENUE	11216
424 SHEVA REALTY HDFC.HPO.FY17	424 GRAND CONCOURSE	10451
424 SHEVA REALTY HDFC.HPO.FY17	428 GRAND CONCOURSE	10451
425 GRAND CONCOURSE	425 GRAND CONCOURSE	10451
428 WYTHE AVENUE APARTMENTS	428 WYTHE AVENUE	11249
429 PENNSYLVANIA AVENUE	429 PENNSYLVANIA AVENUE	11207
433 EAST 13TH STREET APARTMENTS	435 EAST 13 STREET	10009
434 MANHATTAN AVENUE APARTMENTS	434 MANHATTAN AVENUE	11222
435 East 13th Street Apartments	432 EAST 14 STREET	10009
436 LAFAYETTE AVENUE	436 LAFAYETTE AVENUE	11238
44 KENT STREET APARTMENTS	44 KENT STREET	11222
44-14 DOUGLASTON PARKWAY	44-14 DOUGLASTON PARKWAY	11363
44-46 STANHOPE STREET	44 STANHOPE STREET	11221
4415 3RD AVENUE	4415 3 AVENUE	10457
445 GERARD AVENUE	445 GERARD AVENUE	10451
445 VANDERBILT AVENUE APARTMENTS	445 VANDERBILT AVENUE	11238
45-07 48TH AVENUE APARTMENTS	45-07 48 AVENUE	11377
45-57 DAVIS STREET APARTMENTS	45-63 DAVIS STREET	11101
452 LAFAYETTE AVENUE	452 LAFAYETTE AVENUE	11205
455 ONDERDONK AVENUE APARTMENTS	455 ONDERDONK AVENUE	11385
456 AVENUE P APARTMENTS	456 AVENUE P	11223
456 Washington Street	460 WASHINGTON STREET	10013
46 COOK STREET	31 DEBEVOISE STREET	11206
46 MELROSE STREET	46 MELROSE STREET	11206
46-48 East 129 Street	46 EAST 129 STREET	10035
460 SENECA AVENUE APARTMENTS	460 SENECA AVENUE	11385
461 WINTHROP STREET	461 WINTHROP STREET	11203
464-68 W 51 ST HDFC.GHPP.FY19	748 10 AVENUE	10019
464-68 W 51 ST HDFC.GHPP.FY19	464 WEST 51 STREET	10019
465 WEST 163 STREET	465 WEST 163 STREET	10032
469 TOMPKINS AVE.GHPP.FY20	469 TOMPKINS AVENUE	11216
4697 THIRD AVENUE	4697 3 AVENUE	10458
4761 WHITE PLAINS ROAD	4761 WHITE PLAINS ROAD	10470
477 LENOX AVENUE HDFC.HUDMF.FY17	477 LENOX AVENUE	10037
47TH AVE - "BIG SIX"	59-55 47 AVENUE	11377
47TH AVE - "BIG SIX"	47-30 61 STREET	11377
48 JEFFERSON STREET	48 JEFFERSON STREET	11206
481 EAST 21ST STREET	481 EAST 21 STREET	11226
482 SENECA AVENUE	484 SENECA AVENUE	11385
486 EAST 28TH STREET	486 EAST 28 STREET	11226
486-488 LEFFERTS AVENUE APARTMENTS	486 LEFFERTS AVENUE	11225
49 ROCHESTER AVENUE APARTMENTS	49 ROCHESTER AVENUE	11233
490 Myrtle Ave.	490 MYRTLE AVENUE	11205
491 Gerard Avenue	491 GERARD AVENUE	10451
493 MYRTLE AVENUE	493 MYRTLE AVENUE	11205
494 JACKSON AVENUE	494 JACKSON AVENUE	10455
495 ST. JOHNS PLACE	495 ST JOHNS PLACE	11238
5 POINTZ LIC	22-44 JACKSON AVENUE	11101
5 TELLERS HDFC INC.GHPP.FY19	300 EAST 162 STREET	10451
5 TELLERS HDFC INC.GHPP.FY19	304 EAST 162 STREET	10451
50 CLARKSON AVENUE	52 CLARKSON AVENUE	11226
50 PENN	2628 FULTON STREET	11207
50-11 QUEENS BLVD	50-11 QUEENS BOULEVARD	11377
500 Waverly	502 WAVERLY AVENUE	11238
504 MYRTLE AVENUE	504 MYRTLE AVENUE	11205
505  EAST 86TH STREET	505 EAST 86 STREET	10028
505 ST MARKS AVENUE	497 ST MARKS AVENUE	11238
505 UNION AVENUE APARTMENTS	503 UNION AVENUE	11211
505 WEST 43RD STREET	505 WEST 43 STREET	10036
508 West 134 Street	508 WEST 134 STREET	10031
509 West 38th Street	509 WEST 38 STREET	10018
51-55 VERONICA PLACE	51 VERONICA PLACE	11226
510 FLATBUSH APARTMENTS	510 FLATBUSH AVENUE	11225
515 WEST 36TH STREET	515 WEST 36 STREET	10018
516 WEST 162 STREET	516 WEST 162 STREET	10032
516 WEST 162 STREET APARTMENTS	516 WEST 162 STREET	10032
516-518 EAST 147TH STREET APARTMENTS	516 EAST 147 STREET	10455
516-518 EAST 147TH STREET APARTMENTS	518 EAST 147 STREET	10455
517 WEST 134 STREET	517 WEST 134 STREET	10031
517-525 WEST 45TH STREET (CURE)	517 WEST 45 STREET	10036
52-22 ROOSEVELT AVENUE APARTMENTS	52-22 ROOSEVELT AVENUE	11377
522 EVERGREEN AVENUE APARTMENTS	522 EVERGREEN AVENUE	11221
522 GRAND STREET APARTMENTS	522 GRAND STREET	11211
523 WEST 173RD STREET APARTMENTS	523 WEST 173 STREET	10032
523 WILLOUGHBY AVENUE APARTMENTS	523 WILLOUGHBY AVENUE	11206
524 EAST 14TH STREET	222 AVENUE A	10009
525 West 52nd Street	525 WEST 52 STREET	10019
53 WEST 126TH STREET	53 WEST 126 STREET	10027
53-08 102 STREET	53-08 102 STREET	11368
530 EXTERIOR STREET (AKA E 149 ST A)	530 EXTERIOR STREET	10451
532 EAST 142ND STREET APARTMENTS	532 EAST 142 STREET	10454
535 GRAND STREET	535 GRAND STREET	11211
539 VANDERBILT AVENUE	545 VANDERBILT AVENUE	11238
54 THROOP AVENUE APARTMENTS	54 THROOP AVENUE	11206
540 FULTON STREET	540 FULTON STREET	11201
540 WAVERLY	540 WAVERLY AVENUE	11238
541 4TH AVENUE	555 4 AVENUE	11215
543 ALBANY AVENUE APARTMENTS	543 ALBANY AVENUE	11203
545 EAST 166TH ST	545 EAST 166 STREET	10456
545 ST. MARKS AVENUE APARTMENTS	545 ST MARKS AVENUE	11216
546 West 44th Street	546 WEST 44 STREET	10036
55 EAST MOSHOLU PKWY NORTH.HPO.FY19	55 EAST MOSHOLU PARKWAY NORTH	
55 SUFFOLK STREET	55 SUFFOLK STREET	10002
55-61 SUMMIT	55 SUMMIT STREET	11231
55-61 SUMMIT	59 SUMMIT STREET	11231
55-61 SUMMIT	57 SUMMIT STREET	11231
550 CLINTON AVENUE	550 CLINTON AVENUE	11238
555 GRAND STREET	555 GRAND STREET	11211
555 Tenth Avenue	551 10 AVENUE	10018
555 Waverly Avenue	555 WAVERLY AVENUE	11238
56 AINSLIE STREET	56 AINSLIE STREET	11211
56 BOX STREET	56 BOX STREET	11222
56 FULTON STREET	56 FULTON STREET	10038
56 NORTH 9TH STREET	56 NORTH 9 STREET	11249
56 TROUTMAN STREET	56 TROUTMAN STREET	11206
56 WEST 125TH STREET	56 WEST 125 STREET	10027
560 19TH STREET	590 19 STREET	11218
564 19TH STREET	564 19 STREET	11218
569 PROSPECT	569 PROSPECT AVENUE	10455
57 AND 59 ORIENT AVENUE	57 ORIENT AVENUE	11211
57 AND 59 ORIENT AVENUE	59 ORIENT AVENUE	11211
57-27 GRANGER STREET APARTMENTS	57-27 GRANGER STREET	11368
570 NOSTRAND AVENUE	570 NOSTRAND AVENUE	11216
572 11TH AVE	572 11 AVENUE	10036
577 3RD AVENUE APARTMENTS	577 3 AVENUE	11215
577 WEST 161ST STREET APARTMENTS	577 WEST 161 STREET	10032
58 GREENPOINT AVENUE	56 GREENPOINT AVENUE	11222
58 PALMETTO STREET APARTMENTS	58 PALMETTO STREET	11221
582 EAST 138 STREET APARTMENTS	582 EAST 138 STREET	10454
586 & 596 EAST 32ND STREET APARTMENTS	596 EAST 32 STREET	11210
586 & 596 EAST 32ND STREET APARTMENTS	586 EAST 32 STREET	11210
590 Five Corp.	587 EAST 167 STREET	10456
594 & 596 POWELL STREET	594 POWELL STREET	11212
594 & 596 POWELL STREET	596 POWELL STREET	11212
594 BUSHWICK AVENUE	594 BUSHWICK AVENUE	11206
5959 BROADWAY	5959 BROADWAY	10463
6 HAVENS PLACE APARTMENTS	6 HAVENS PLACE	11233
60 JEFFERSON STREET	60 JEFFERSON STREET	11206
60 NORFOLK	60 NORFOLK STREET	10002
600 EAST 156TH STREET	600 EAST 156 STREET	10455
601 WEST 148TH STREET PROJECT	3601 BROADWAY	10031
601 WEST 29TH STREET	601 WEST 29 STREET	10001
601 WEST 59TH STREET (1 WEST END AVENUE)	1 WEST END AVENUE	10023
603 JACKSON AVENUE	605 JACKSON AVENUE	10455
605 HART STREET APARTMENTS	605 HART STREET	11221
605 HART STREET APARTMENTS	118 SUYDAM STREET	11221
605 WEST 42ND ST	605 WEST 42 STREET	10036
605 WEST 42ND STREET PHASE II	605 WEST 42 STREET	10036
606 WEST 57TH STREET	606 WEST 57 STREET	10019
607 WEST 161 STREET	607 WEST 161 STREET	10032
608 Franklin Avenue	1036 DEAN STREET	11238
61 NORTH BURGHER AVENUE	61 NORTH BURGHER AVENUE	10310
61 SCHAEFER STREET	61 SCHAEFER STREET	11207
61 TROUTMAN STREET	61 TROUTMAN STREET	11206
610 MYRTLE AVENUE	610 MYRTLE AVENUE	11205
610 WEST 178 ST. HDFC	608 WEST 178 STREET	10033
614-20 EAST 9 STREET HDFC	614 EAST 9 STREET	10009
614-20 EAST 9 STREET HDFC	616 EAST 9 STREET	10009
614-20 EAST 9 STREET HDFC	618 EAST 9 STREET	10009
614-20 EAST 9 STREET HDFC	620 EAST 9 STREET	10009
615 ST JOHN'S PLACE APARTMENTS	615 ST JOHN PLACE	11238
6155 BROADWAY	6155 BROADWAY	10471
618 BUSHWICK AVENUE	618 BUSHWICK AVENUE	11206
62-41 FOREST AVENUE	62-49 FOREST AVENUE	11385
625 & 658 DRIGGS AVE	658 DRIGGS AVENUE	11211
625 & 658 DRIGGS AVE	625 DRIGGS AVENUE	11211
625 West 57th Street Apartments (20140275)	625 WEST 57 STREET	10019
626 EAST 223 STREET	626 EAST 223 STREET	10466
626 First Avenue	626 1 AVENUE	10016
629 EAST 222ND STREET APARTMENTS	629 EAST 222 STREET	10467
633 MARCY AVE	633 MARCY AVENUE	11206
635 4TH AVENUE	635 4 AVENUE	11232
639 FOSTER AVENUE	639 FOSTER AVENUE	11230
64 SCHOLES STREET	64 SCHOLES STREET	11206
645 BARRETTO STREET HDFC.GHPP.FY19	645 BARRETTO STREET	10474
645 GATES AVENUE	645 GATES AVENUE	11221
648 MIDWOOD STREET APARTMENTS	648 MIDWOOD STREET	11203
65 GRAHAM AVENUE	65 GRAHAM AVENUE	11206
65 PARK PLACE	65 PARK PLACE	11217
65 WOODBINE STREET	65 WOODBINE STREET	11221
65-25 ROOSEVELT AVENUE	65-25 ROOSEVELT AVENUE	11377
65-60 AUSTIN STREET	65-60 AUSTIN STREET	11374
650 WEST 42ND STREET APARTMENTS	1 RIVER PLACE	10036
